review,sentiment,prediction
书 的 质量 不错 ， 印刷 精美 ； 内容 可读性 较强 ， 基本 没有 错别字 ， 但 检察院 写成 了 检查 院 ， 故事 也 过于 理想化 ， 特别 是 岱 西 与 公司 、 王伟 等 人 的 冲突 ， 某些 情节 不 符合 逻辑 。,0,1
  没有 提供 XP 驱动 ， 装机 比较 麻烦 。   不过 可以 找 驱动 精灵 和 Z 武器 。 同时 ， 提供 的 驱动 盘 里 很多 程序 也 是 可以 在 XP 在 中 使用 的 。   LCD 的 显示屏 一般 ， 最好 能 改成 LED 的 。    ,0,1
"以 现代 商业性 的 语言 调侃 历史 , 看 了 第一页 就 放下 不想 再 看 . 以 历史 内容 来说 , 做到 类似 于 罗贯中 的 < 三国演义 > 或是 二月河 的 < 雍正皇帝 > 等 那样 的 演绎 也 就算 到 了 极至 . 程度 再进一步 的 调侃 , 给人以 歪 批戏 噱之感 , 是 对 历史 的 不 尊重 , 让 人 对 其 内容 的 真实性 有 很大 的 疑问 . 如果 是 普通 的 小说 , 诙谐 幽默 是 可以 的 . 在 历史 问题 上 如此 铺陈 , 让 人 难以 接受 . 凡此 总 让 人 感觉 , 时 下 读书 的 氛围 愈发 的 浮躁 . 肯 静下来 潜心 读书 的 人 , 实在 是 越来越少 , 也 无怪 出版 机构 和 作者 们 在 其他 要素 上 顺应 这种 趋势 , 而 在 书籍 本身 的 内容 要素 上 , 偏偏 越来越 忽视 了 .",0,1
"  有点 重 ， 是 个 遗憾 。 能 买 这么 小 的 笔记本 ， 就是 希望 可以 方便 携带 。 尺寸 是 OK 了 ， 要是 再 轻薄 些 就 更 完美 了 。 没有 光驱 的 说 ， 所以 华硕 有待 改善 。 然后 就是 外壳 虽然 是 烤 漆 的 ， 很漂亮 （ 请勿 触摸 ） , 因为 一 触摸 就 会 留下 指纹    ",0,1
  太小 了 ， 字 看 得 太 累人 了 ， 不太 适合 商务 机 使用 ；   原装 系统 太慢 ， 改了 XP ， 但是 自己 水平 有限 ， 不伦不类 的 ；   价格 贵 ， 性价比 低 ，   中午 付款 ， 下午 价格 就 降 了 100 元 ， 郁闷 啊 。   能否 多送 一些 东东 啊 ？ ？    ,0,1
  塑料 的 感觉 明显 。   但是 从 性价比 来 考虑 ， 已经 算是 不错 的 选择 了 。    ,0,1
房间 设施 还 可以 ， 但 酒店 内 非常 的 冷 ， 冬天 不 推荐 入住 。      ,0,1
我 给 6 岁 的 女儿 买 了 一套 ， 还有 最新 出 的 第七册 ， 她 非常 喜欢 ， 书 她 在 幼儿园 已经 看 了 其他同学 的 ， 可是 回到 家 还是 抱住不放 ， 看来 真是 不错 。 我 准备 再 买 一套 送给 朋友 的 孩子,0,1
听 了 老板 的 介绍 买 这 本书 ， 以为 里面 是 一些 适合 为 孩子 朗读 的 一些 小 故事 或 短诗 什么 的 ， 没想到 是 纯理论 。 做 为 一个 教育工作者 ， 我 当然 知道 在 孩子 启蒙 前为 他 朗读 是 有 很大 的 好处 的 啊 ， 所以 书 再 好 ， 也 觉得 对 我 没 啥 用 ， 翻 了 几页 就 丢 在 那 了 。,0,1
  对 宽 屏 不 了解 ， 现在 用 起来 极 不 舒服 ； 上下 距离 太窄 ， 宽度 又 太 宽 。 只 相当于 12 寸 的 屏 。 屏太亮 ， 而且 改了 设置 后 只要 重启 就 又 要 改    ,0,1
这位 姐姐 对 这 本书 几近 痴迷 。 我 不好 这 一口 ， 没有 耐心 看 它 。 纯粹 表扬 一下 这次 送书 的 效率 和 质量 。 起码 书 的 品相 不错 ， 好过 我 前 两次 购书 。 希望 以后 能 保持 。,0,1
"酒店 除了 地理位置 靠近 火车站 ( 50 米 ) 以外 , 没有 任何 可圈可点 之处 了 , 房间 还 算 干净 , 但是 设备 和 面积 都 不是 很 符合 性价比 ,   卫生间 的 马桶 还有 时 堵塞 ;   房费 里 包含 的 自助 早餐 更是 差 ,   还 没到 早餐 结束 时间 , 所有 的 盘子 就 都 空 了 ,   只 剩下 咸菜 和 牛奶 了 ... 下次 不会 再 住 了 .      ",0,1
酒店 的 位置 还 比较 方便 ， 但是 过于 嘈杂 ， 酒店 的 设施 也 太 陈旧 ， 大床 和 标准 床无太大 区别 。      ,0,1
是 看到 排行 才 买 的 ， 但是 书 既 大 又 乱 乱 。 没 一张 上 都 买卖 的 全是 画 。 我 不 喜欢 ， 但是 儿子 还 行 。 作为 讲故事 的 我 ， 看起来 没有 感觉 所以 也 就 无法 投入 。,0,1
  1 。 送货 慢 ， 19 号 订单 ， 20 号 打款 ， 28 号 到货   2 。 联 保单 不 填写 ， 不 盖章 ， 送来 的 联 保单 没什么 用 ，   3 。 没什么 中文 说明书 ， 有 两张 纸 ， 什么 文字 都 有 ， 就是 没 发现 微星 的 任何 标识 ， 电池 不是 原装 ， 我 怀疑 是 水货    ,0,1
酒店 外观 环境 还好 ！     进去 后 ， 一切 都 变得 很杂 ！     可能 是 娱乐场所 太 方便 了 ， 进进出出 都 是 小姐 与 妈咪 之类 的 （ 晚上 七 八点钟 ） ， 后面 的 发廊 液态 夸张 了 点 吧 ？ 绝对 不能 让 太太 们 以为 我们 常住 这种 酒店 ！     酒店 中午 和 早上 的 时间 环境 还 可以 ！     酒店 房间 楼层 还 算 可以 吧 ？ 但是 开着 门 打牌 的 房客 使到 整个 走廊 烟味 很 重 ！ 而且 进出 房间 楼层 的 人 也 很多 ， 感觉 有点 不 很 安全 。              ,0,1
优点 就是 地理位置 ， 到 外滩 和 南京路 走路 10 分钟 。 房间 比较 小 ， 楼层 举架 低 ， 有点 压抑 。 卫生间 毛巾 也许 消过 毒 ， 但 很 旧 ， 颜色 发黄 ， 没 办法 ， 我用 的 自带 毛巾 。 服务 人员 都 不 太 热情 ， 办理 入住 的 女孩子 们 还好 ， 大堂 前 的 服务生 ， 问个 路 什么 的 回答 问题 时 基本 不正 眼看 我 ， 很 锻炼 我 的 脾气 ， 有利于 修身养性 。      ,0,1
1 .   房间内 见缝插针 几乎 放满 了 各种各样 的 收费 小商品 ， 从 茶叶 到 泡泡浴 到 塑料套     2 .   床铺 很 舒服 ， 但 我 的 房间 （ 809 ） 不 干净 ， 晚上 做 了 很 可怕 的 恶梦     3 .   卫生间 浴缸 四周 填满 了 黑色 污垢 ， 亟待 改进     4 .   大堂 宽敞 高雅 ， 前台 有 宽敞 的 椅子 坐 ， 所以 可以 半 躺 在 椅子 上办 入住 和 退房 手续 ， 其它 酒店 是 很少 见 的      ,0,1
没什么 意思 。 后悔 中 。 可以 不用 看 了 。,0,1
  用 电池 供电 自动 断电 ， ２ 星期 ３ 次 ， 不是 个体 问题 ， 发现 了 很多 ， 我们 已经 组织 了 一个 群 ， 准备 联名 向 联想 要个 说法 ！ 与 京东 无关 ， 京东 我 还是 恨 满意 的 ！ ！    ,0,1
大床 房 是 有 电脑 可以 上网 的 （ 但 地毯 很脏 ） ， 还有 自费 的 食品 和 日用品 ； 标房 比较 干净 ， 我 在 卫生间 里 ２ 次 看见 有 虫虫 在 爬 ， 没有 自费 的 食品 和 日用品 ， 也 没有 电脑 上网 。 大堂 经理 处理 事情 的 能力 极差 ！ 我们 这批 入住 的 人 整体 感觉 都 不 满意 ， 性价比 实在 太低 ！              ,0,1
"书里 基本 都 是 日本 的 生活 环境 , 与 国内 还是 有些 区别 的 可能 是 自己 没有 一个 人住 过 , 所以 没 啥 共鸣 , 书 没 看 完 就 放 一边 了 ... 还好 就 买 了 一本 她 的 书",0,1
位置 偏 ， 周围 黑漆漆 的 。 本地人 开车 都 找 了 好久 才 找到 。 房间 装修 很 是 一般 ， 可以 说 是 有点 差 ， 就 10 几年 的 老 装修 。 还是 住潭江 半岛 酒店 吧 ， 虽然 潭江 半岛 酒店 也 不是 很 让 我 满意 。 但是 为了 出行 安全 考虑 ， 建议 各位 还是 不要 去 住 该 假日酒店 。 此 假日酒店 和 鼎鼎有名 的 假日酒店 真是 非洲 和 欧洲 的 区别 啊 。      ,0,1
入住 感想 如下 、 供参考 。     1 、 离 机场 很近 、 无车 接送 、 走路 约 八分钟 。 夜晚 、 雨天 走路 艰难 。     2 、 谈不上 服务 、 一切 自助 。     3 、 房间内 的 浴巾 很 旧 、 无 清洁 感觉 。     4 、 室内 游泳池 可能 从未 开放 过 、 大呼 上当 。     5 、 一楼 餐厅 的 料理 味道 还 可以 。     6 、 如果 可能 、 建议 最好 不住 。      ,0,1
  相对 于 2140 ， 屏幕 不是 镜面 屏 ， 亮度 会 差一点 ，   音箱 部分 外观 和 网站 图片 有 一定 差别 ， HP   MIni 系列 型号 太 多 ， 有 一种 音箱 部分 是 向 外 鼓起 ， 金属网 格状 的 ， 看 图片 的 时候 一直 以为 是 那种 ， 到 了 有点 诧异 ，    ,0,1
  用 了 半个 月 了 ， 感觉 就 一个 字 ： 爽 ！ 做工 好 ， 价格低 ， 配送 快 ， 没话说 了 ， 一个 字 ： 好 ！    ,0,1
很 好 的 地理位置 ， 一蹋 糊涂 的 服务 ， 萧条 的 酒店 。      ,0,1
说 是 9 层 在 装修 ！ 但是 住 5 层 还是 吵得 睡不着 。 怀疑 6 层 也 在 装修 ， 声音 就 在 头顶 。 电钻 6 、 7 点 就 开始 吵 。 头痛 欲裂 。     地点 很 不好 找 。 不 临街 。     宾馆 反馈   2008 年 6 月 2 日   ：   尊敬 的 客人 ：   您好 ！ 您 在 入住 期间 未能 享受 到 安静 的 环境 ， 我们 深感不安 ， 并 向 您 表示 深切 的 歉意 。 为了 创造 酒店 优美环境 ， 使 广大 宾客 居住 环境 更加 舒适 ， 我店 正在 进行 客房 硬件 的 装修 改造 工作 ， 施工 时间 为 8 ： 00 － 20 ： 00 ， 非常 抱歉 施工单位 未 在 规定 时间 内 施工 ， 还 打扰 了 您 的 休息 ， 为此 ， 我们 已经 与 施工方 再次 接洽 ， 要求 他们 遵守 工作 时间 ， 杜绝 此类 事件 的 再次发生 。 酒店 楼顶 正 装修 并 安装 本市 最具 特色 的 标志 建筑 ： “ 金葫芦 ” ， 相信 您 再次 光临 本店 时会 给 您 焕然一新 的 感觉 ， 更会 让 您 感受 到 我们 更 热诚 的 服务 。 再次 谢谢您 的 忠肯 评价 ， 并 真诚地 向 您 表示歉意 ， 恳请 您 能 再次 下榻 并 提出 宝贵意见 ！   祝您 身体健康 ， 工作 顺利 、 万事如意 ！      ,0,1
环境 很脏 ， 不 干净 ， 床单 好象 很久没 换 过 ， 破旧不堪     宾馆 反馈   2008 年 6 月 29 日   ：   谢谢您 提 的 宝贵意见 ， 我们 设施 设备 现已 全面 更换 ， 欢迎您 的 下次 入住 ！      ,0,1
"酒店 号称 目前 满洲里 最好 的 , 一 进去 就 大失所望 , 房间 很小 , 不 干净 , 设施 不 齐全 , 而且 酒店 服务 反应 非常 迟钝 . 提供 收费 的 无线网络 , 速度 和 老牛 拉车 一般 , 而且 经常 要断 . 一楼 自助餐 也 非常 差 , 整体 来说 是 不 推荐 的 酒店 , 但 在 满洲里 这样 的 地方 , 其他 你 也 选择 余地 不 大 , 除非 新建 的 香格里拉酒店 落成 .      ",0,1
这是 第一次 订 这家 酒店 ， 酒店 位置 还 可以 ， 但 肯定 开业 已经 有 一段 年 月 ， 装修 有点 旧 ， 办 了 入住 手续 ， 进入 房间 ， 感觉 房间 的 状况 不好 ， 所以 决定 亏 半天 房租 ， 还是 另外 找 其它 酒店      ,0,1
地点 在 十字路口 边上 ， 十分 嘈杂 ， 巴士 车 呼啦啦 直到 夜里 11 点 。     房间 很小 ， 洗漱 用品 不全 ： 沐浴液 、 洗发液 和 洗手液 是 三合一 的 ， 很 不好 用 。     服务态度 不好 。 电话 查询 时 总是 让 你 听 音乐 等待 很 长时间 ， 然后 无故 将 你 电话 挂断 。 多 算了 我 一份 早餐 。      ,0,1
因为 看 了 《 士兵 突击 》 的 连续剧 ， 爱 它 ， 所以 买 它 。 以为 可以 让 自己 感动 的 影视 ， 其书 更 值得 自己 收藏 。 但 真让人 失望 ！,0,1
房间 较 小 ， 配置 一般 ， 如 家 越来越 差 ， 如果 不 在 现在 基础 上 加以 提高 ， 不 出 几年 就要 找 不到 了 ， 现在 只想 赚 加盟费 去 了 吧 ？      ,0,1
这 是 我 帮 同学 订 的 ， 之前 我 已经 买过 一本 ， 挺不错 的 。,0,1
该 酒店 确实 性价比 不是 很 高 ， 距离 该 酒店 500 米左右 的 衡阳 华天 应该 会 比 这家 好 很多 ， 我 也 问过 价格 了 ， 华天 208 （ 前台 价 ） / 康年 198 （ 携程 价 ）      ,0,1
硬件 设施 还 可以 ， 服务 很 ‘ 好 ’   ， 一个 晚上 竟然 打 了 好几个 电话 上来 问 需不需要 小姐 服务 。 。 。 。 。 。      ,0,1
一般 。 除了 便宜 。 一个 大 问题 就是 浴缸 的 设计 有 问题 ， 洗澡 的 时候 溅出 的 水会 顺着 浴缸 靠墙 那边 的 平面 一直 流 到 外面 的 地上 。 等 洗完 之后 ， 浴室 里 已经 是 水漫金山 了 。 我费 了 老大 的 劲 才 研究 出来 的 ， 原来 里面 的 那个 平面 是 倾斜 的 ， 水 所以 就 顺流而下 了 ， 一直 流 到 外面 。 还有 ， 饭店 没有 大堂 ， 和 隔壁 一个 公寓 或者说 是 商务区 公用 一个 小小的 区域 ， 被称作 大堂 。 跟 燕山 差 不少 。 下 回去 石家庄 ， 不去 这家 了 。 也 有 有点 那 就是 买 东西 挺 方便 的 。 边上 就是 北国 超市 和 北国 商场 ， 还有 麦当劳 和 啃 鸡 。      ,0,1
设施 陈旧 ， 饭店 各 区域 之间 的 交通 混乱 ， 早餐 品种 少 、 品质 差 ， 优胜 之处 是 周边 的 交通 方便 。      ,0,1
  散热 问题 始终 有点 突出 ， 配置 高 就 功耗 高 就 无可避免 地 温度 高 了 ， 另外 外壳 做工 方面 还 需 进一步 加强    ,0,1
  显卡 是 64bit 的 ， 这点 有 一定 的 制约 性能 ， 能 随机 附带 一个 XP 的 盘 就 好 了 ， 太沉 ！   装 了 一个 XP ， 搞了半天 。    ,0,1
该 酒店 最大 的 缺点 就是 ： 吵闹 ！ 对面 的 大 喇叭 白天 一直 在 放 ， 里面 又 有 餐厅 在 吵 ！ 白天 几乎 没发 休息 ！      ,0,1
  7 合一 读卡器 这样 的 东西   我 估计 所有 的 消费者 都 以为 是 外置 的 另 送 的 吧   还红字   有点 忽悠 人 的 嫌疑     其实 是 笔记本 上 的 一个 SD 的 插槽   基本上 所有 的 电脑 都 有 的    ,0,1
  发热量 大 的 问题 没有 解决 ， 这是 联想 的 老 问题 了 ， THINKPAD 系列 就 没有 这个 问题 ， 国产品牌 还是 要 在 细节 上 做 的 更好 才 有 竞争力 啊    ,0,1
  电池 占据 了 后部 的 全部 位置 ， 致使 其余 三个 方向 的 接口 位置 显得 较为 拥挤 。 操作系统 是 vista 的 ， 反应速度 有点 慢 。    ,0,1
也 就 适合 做个 落脚点 ， 环境 嘈杂 ， 房间 陈旧 ， 连 窗户 都 关不上 。      ,0,1
离 泰山 较 远 ， 实际 环境 与 价格 不符 ， 漂亮 的 外观 ， 陈旧 破烂 的 内里 ， 隔音 极差      ,0,1
有人 已经 作 了 很 详尽 的 评述 ， 在 此 不再 重复 了 。 住 过 两次 ， 第一次 住 了 一晚 ， 半夜 到 的 ， 第二天 一早 离开 ， 只觉 其 豪华 。 第二次 住 了 两晚 ， 有 时间 体会 ， 觉得 这个 酒店 正如 很多 四川人 说 的 “ 马粪 蛋 皮面 光 ” 。 电梯 、 过道 都 有点 阴森 ， 卫生间 大而 无用 。 唯一 值得称赞 的 是 其 早餐 ， 过于 丰富 了 。     住 这个 酒店 可得 穿 的 光鲜 点 ， 不然的话 ， 门童 、 前台 都 会 怀疑 你 的 付账 能力 的 ！      ,0,1
"完全 达 不到 四星 标准 , 前台 小姐 臭 着 一张 脸 , 南楼 的 服务 小姐 还是 瞒 热情 的 . 被子 有 一股 怪味 , 洗手间 地板 不整洁 , 电视 没有 国际台 , 半夜 还 接到 按摩 小姐 的 电话 . 唯一 觉得 还 可以 的 是 中餐厅 的 菜 还 可以 . 用餐 也 不贵 .      ",0,1
"该洒店 设施 不 全且 不 洁净 , 让 客户 感觉 不太敢 放心使用 , 且 服务 人员 态度 不是太好 , 早上 入住 客人 收拾 房间 的 速度 太慢      ",0,1
粗略 翻 了 一遍 ， 同事 也 借 去 看 了 一下 ， 我们 的 感觉 是 这本 书写 得 比较 乱 ， 很 难看 下去 。 而且 里面 描述 得 比较 粗 ， 不太 实用 ， 也 没什么 意思 。,0,1
  4 月 30 日 下午 下 的 单 ， 五一节 期间 快递 不 送货 ， 今天 才 收到 ， 过个 节过 得 亏 大 了 ！    ,0,1
我订 的 行政 房 ， 房间 很小 ， 而且 楼 比较 旧 ， 除了 能 上网 没 觉得 跟普 标有 什么 差别 。     酒店 本身 也 很小 。      ,0,1
"  1 电脑 上 已经 安装 一个 杀毒软件 ， 请勿 再 安装 杀毒软件 ！ 键盘 有个 键锁 了 ， 请 按 fn + f11 , 同时 按 ， 初次 用户 不 熟悉 ， 知道 就 好 了 。   3 电脑 说明书 叙述 不 详细 ， 请 改进 。 电池 续航 能力 在 7 小时 左右 ， 好像 没 9.5 呀    ",0,1
"图画 , 文字 都 不错 , 尤其 是 画面 . 对于 小孩子 来说 , 的确 是 一套 不错 的 图画书 .",0,1
"很 喜欢 这 本书 ， 可以 从中 得到 一些 借鉴 。 拉拉 是 个 幸运儿 ， 除了 自身 的 努力 外 ， 她 成功 的 原因 是 有 特别 好 的 机遇 和 一些 好心 的 领路人 。 现实 就是 这样 的 ， 即便 你 付出 了 努力 ， 但 不见得 会 有 好 的 回报 。 可 如果 你 付出 了 努力 ， 当 机会 来时 就 会 成功 。 不要 抱怨 什么 不 公平 ， 人生 出来 就是 不 平等 的 。 Simple   life , Simple   heart . 推荐 刚入 职场 的 朋友 们 看看 此书 ， 会 有 不少 的 收获 。",0,1
  悬浮 键盘 ~ ！   真不知道 设计师 怎么 想 的   按键 的 下 半 部分   识别率 很 低   ~ 按 10 次   识别 5 次 就 不错 了     而且   悬浮 键盘   容易 积灰 ！ 还有 就是 很 厚   做工 不细    ,0,1
  等到 发现 是 主板 问题 换货 时间 已经 过 了       强烈建议 大家 不要 在 这里 买 售后 要求 蛮高 的 东西   特别 是 电脑   买回去   系统 你 要 弄 半天     还 不 送 其他 东西   看上去 价格比 外面 便宜 一点   其实 相    ,0,1
"该 酒店 虽然 价格 不高 , 但 服务 实在 太 差 , 房间 例行 送 的 水果 和 报纸 要 打电话 问才 送过来 , 早餐 结束 的 时间 被 提前 到 9 点 也 没有 任何 通知 , 最可气 的 是 我 投诉 没 早餐 时 , 前台 还 不肯 承认错误 , 骗 我 早餐 在 我 下楼 之前 刚 结束 , 是 我 自己 下楼 晚 了 . 这种 服务 的 四星级 酒店 我 还 从来 没住 过 .      ",0,1
  本本 边缘 外观 有 一点 不美观 ， 凸起 一点 。 应是 出产 没 注意 ， 应该 是 我 运气 不好 ！ 个案 ， 但 我 投诉 说 说 ， 并 不想 换货 ， 却 没人 回答 ， 有人 安慰 一下 或 给 点 小 礼品 我 也 是 很 高兴 的 ！ 但 投诉 始终 无法 显示 和 回答 ， 这点 希望 京东 能 改进 ！    ,0,1
  整体 做工 比 IBM 低 了 一个 档次 ， 键盘 键程 短 ， 反馈 力度 不足 ， 怀念 IBM 的 键盘 。 D 壳 做工 像 玩具 。 钢琴 烤 漆 是 一个 不折不扣 的 指纹 收集器 ， 外观 太 时尚 不够 IBM 沉稳 ， 不 适合 进行 商务活动 。    ,0,1
  散热 不好 ， 夏天 不再 空调 下 ， 稍微 运行 4 个 小时 时间 ， 死机 3 次 。 笔记本   外观 差点 意思 不过 对 的 起 这个 价格 ， 玩游戏 的话 ， 呵呵 ， 比较 差 ， 极品飞车 11 有点 带不动 的 样子 。    ,0,1
  牌子 够 老 ， 够 响亮 ， 冲着 牌子 去 的 ， 结果 让 人 很 伤心 ！ 唉 。 。 。 。 。 。 。    ,1,0
  比较 便携 ， 至少 比 我 的 FZ - 35 轻 ， 混合 存储 很 有 创意 ， 电池容量 很大 。    ,1,0
多年 入住 此 酒店 ， 主要 是 服务 和 地理位置 好 。     但 房间 和 设施 太 陈旧 了 ， 应该 要重 装修 才行 ， 否则 性价比 不高      ,1,0
  外观 很 好 很 精致 ， 电池 续航 时间 很长 ， 买回来 一直 在 装 软件 、 上网 更新 ， 四个 多 钟头 了 电池 显示 还有 百分之三十 多 。 另外 这 一款 包装箱 里面 也 带有 一个 “ 内胆 包 ” 的 ， 不过 很 薄 很 简陋 ， 就 跟 一个 薄 布袋子 差不多 。    ,1,0
首先 是 服务 很 好 ， 南方 的 服务 水准 普遍 比 北方 高 ， 让 人 宾至如归 的 感觉 ， 电梯 口有 个 小妹 询问 去 的 楼层 ， 以为 是 电梯 迎宾 ， 可 接着 推荐 去 娱乐 楼层 ， 这 给 住客 不好 的 印象 。 硬件 很 普通 ， 也 就 三星 水准 。 早餐 很 一般 ， 携程 30 元 也 没有 特别 便宜 。      ,1,0
  2099 买 的     原来 颜色 不是 纯白 的       有点 发黄     估计 是 怕 脏 吗       折腾 一天 才 装上 XP    ,1,0
  金属 质感 的 ， 不过 发现 也 不是 很大 一个 。 初步 看 了 下 ， 没 发现 有点 。    ,1,0
挺 好 的 ， 就是说 的 是 国贸 店 ， 可是 离 国贸 的 位置 有些 偏 。      ,1,0
货 终于 收到 了   速度 倒 是 很快   感觉 质量 还 可以   就是 图片 有 的 颜色 是 白色 背景 的   我 觉得 还是 彩色 的 好 一些   要是 再 多 给 几个 挂钩 就 好 了   还有 就是 建议 妈妈 们 不要 将 图片 挂 在 卫生间 附近   我 就 犯 了 个 错   结果 图片 可能 因为 受潮   都 变形 了   原来 以为 是 质量 问题   后来 看 了 没有 挂 的 图片   还是 挺 好 的,1,0
办公室 的 一位 同事 翻看 了 这 套书 ， 按捺不住 心中 的 共鸣 ， 不 听 劝 非要 买 了 一套 ， 自己 津津有味 地读 起来 ， 啧啧 称叹 。 一 有空 就 自己 抽出 一本 享受 起来 。 真是 有 童心 啊 ！ 我 就 不能 像 她 那样 真纯地 享受 童年 ， 是 有 心理 缺失 吧 。,1,0
"我 住 的 豪华 房 , 被子 太厚 , 晚上 睡觉 超热 , 前台 小姐 服务态度 一般 , 没 见到 笑脸 .   宾馆 服务 较 好 .      ",1,0
现代 许多 年轻人 喜欢 读 那些 女人气 的 散文 ， 对 民俗 作品 不屑一顾 ， 其实 ， 民俗 民情 才 是 我们 中国 文化 的 根 。 花 再 娇艳 也 要 有 根 的 支撑 啊 。 太湖 实在 是 茶文化 的 故乡 ， 就算 日本 的 茶道 也 起源于 中国 。 更何况 茶圣 陆羽 的 茶经 也 在 太湖 写成 。 太 湖畔 的 惠泉 山水 ， 曾经 让 唐朝 宰相 李德裕 ， 像 杨贵妃 千里 传 荔枝 一样 的 让 快 马 从 无锡 送去 惠泉 山水 到 长安 ， 只 为 煮茶 品茗 。 太湖 茶俗 ， 实在 影响 了 中国 数千年 啊 。 这 本书 ， 你 值得 拥有 。,1,0
前不久 ， 看到 网上 对 这 套书 的 评论 很 好 ， 就试 着 邮购 了 一套 。 起初 我 5 岁 的 儿子 只 对 轱辘 轱辘 转 感兴趣 。 但 后来 ， 他 越 看 越 爱看 ， 现在 不仅 他 爱看 这 套书 ， 我们 全家人 都 对 这 套书 感兴趣 了 。 这 套书 之所以 好 ， 我 认为 它 不仅 教授 给 我们 许多 的 日常 知识 ， 而且 能 让 我们 印象 深刻 。 这 套书 中 所 体现 出 的 独具 创想 与 广泛 的 知识面 ， 是 我 在 任何 一 本书 中 都 前所未见 的 。 所以 我 推荐 各位 父母 们 ， 也 来 和 你 的 孩子 们 一起 分享 这 套书 吧 ！,1,0
"  很 小巧 的 . 送 老婆 用 她 很 高兴 . 还有 就是 定 的 是 U100 结果 回来 的 货 貌似 是 U100X , 自带 的 linux 系统 还有 蓝牙 呢 . 不过 装 XP 后 还 没 试验 呢    ",1,0
"我 一 进店 就 看到 很多 酒店 工作人员 在 大 太阳 ， 下面 帮 那些 医疗 救护队 搬东西 。 酒店 住 很多 那些 来 救援 的 人 看样子 是 各省 的 医疗队 ， 酒店 把 大厅 都 给 他们 装 了 东西 ， 看 的 出来 酒店 还是 多 支持 他们 的 。 我 是 第 2 次来 四川 成都 ， 让 我 这个 外地人 很 感动 。     宾馆 反馈   2008 年 6 月 1 日   ：   尊敬 的 宾客 :   您好 ! 感谢您 对 成都 新良 大酒店 的 支持 和 厚爱 ! 5.12 发生 以来 , 酒店 接待 了 来自 全国 各地 的 医疗 救援队 , 这是 酒店 应该 做 的 , 也 是 必须 做 的 , 一方有难 , 八方支持 ! 让 我们 一起 为 灾区 的 人民 奉献 爱心 !      ",1,0
总台 小姐 凌晨 0 ： 30 打电话 询问 房卡 之 事 ， 惊扰 本人 美梦 ， 使 我 一夜 未眠 ， 区区小事 ， 为何 不能 次日 早晨 与 我 联系 ， 服务 欠 周到 ， 尚需 改进      ,1,0
住 的 比较 多 ， 周围 吃喝 玩   购物 都 方便   建议 携程 以后 要 给 个 好 折扣      ,1,0
补充 一条   ：   可惜 外壳 送来 时坏 了   以前 买 当当 的 没有 遇到 过 也   好 在 里面 的 分册 没有 损坏   很 新 的   也 就 不 计较 啦   赫赫   书嘛   是 用 来看 的   不是 用来 观赏 的   偶 不 计较 了 额   以后 注意 嘛   当当 ~ ~ ~   倒 是 送 的 速度 和 快递 叔叔 的 态度   很 好好   赫赫   不 计较 咯,1,0
但是 ， 书比 网上 有 删节 ， 例如 删掉 网络版 中轻寒 轻轻 吻 了 一下 阿离 等 情节 。 不知 编辑 怎么 想 的 ， 这有 必要 吗 ？,1,0
由于 位置 关系 ， 一些 时间 不太好 打到 车 ， 当然 这 不是 酒店 的 错 。      ,1,0
  这个 也 太 夸张 了 ， 刚 买好 就 降价 ， 而且 还 送 东西 ， 真是 无 语 ， 亏大 了 。    ,1,0
  散热 好 ， 做工 好 ， 耐用 ， 经典 ， 内存条 直接 使用 DDR3 的 ， 免得 以后 被 淘汰 ！ 钢制 铰链 很 结实 ！    ,1,0
已经 去过 一次 了 ， 这次 也 是从 携程 订 的 房间 ， 但是 好像 跟前 台 沟通 的 不好 ， 到 了 居然 找 不到 我们 的 名字 ， 奇怪      ,1,0
  本本 比较 漂亮 ， 适合 女孩子 用 。   键盘 超级 大 ， 使用 起来 会 相对 方便 些 。   装 了 xp 系统 后 ， 没有 出现 网友 说 的 驱动 不好 装 的 情况    ,1,0
"  东西 就是 这个 样子 , 换换 就 有 意想不到 的 结果 , 谁 要 xp 下 的 驱动 找 我 , 我 这里 有    ",1,0
比较 不错 的 书 ！ 可以 解答 一些 日常 出现 的 疑问 ， 也 可以 帮助 改变 一些 错误 的 护肤 观念 。 美中不足 就是 有些 东西 讲得 太 笼统 了 ， 要 自己 再 去 琢磨 一下 。 个人 觉得 还是 适合 对 美容 有点 底子 的 MM 看吧 ， 比如 （ 忘 了 是 达 人 2 还是 3 里 的 了 ） 里面 讲 到 一个 含 多种 美容 成分 的 透明 精华液 ， 就 只 来 了 句 能 有 多少 Q10 成分 呢 ？ 如果 读者 并不知道 Q10 成分 会 显示 出 浓郁 的 柠檬黄 ， 那么 就 会 读 不 懂 这句 反问句 了 。 。 。,1,0
  实物 比 图片 看起来 好看 多 了 ， 甚 是 意外 。 钢琴 烤 漆 的 外壳 ， 丰富 的 接口 ， 实在 感到 意外 。    ,1,0
本人 更正 “ 开创 ” 一文 第三段 里 一词 ： “ 逊色 ” 应该 为 “ 小说 ” 一词 。 给 大家 带来 误解 ， 诚恳 向 大家 道歉 ！ 敬请 大家 给予 谅解 ， 因为 本人 是 位 初学者 ， 本人 希望 大家 多多 帮助 ， 好 在 以后 的 读书 中 不再 出错 ！ 谢谢 大家 ！ bwlzzl,1,0
