review,sentiment,prediction
我家 宝宝 快 两岁 了 ， 这 套书 对于 她 来说 太 简单 了 ， 没有 吸引力 ， 我 是 看 了 大家 的 评论 才 买 的 ， 不太 理想 。,0,1
酒店 比较 旧 ， 不 符合 四星 标准 ， 出行 不是 很 方便 。      ,0,1
  有点 厚重 。 显卡 不是 独立 的 ， 是 集显 ， 如果 玩 大型 网游 的 ， 建议 买 独显 的 。    ,0,1
本来 心理 是 我 很感兴趣 的 范畴 ， 最初 看 毕淑敏 的 几本书 都 还 不错 ， 就 买 了 上下 两本 。 结果 好不容易 看 完 了 ， 觉得 特别 特别 没意思 。 想 悬念 一下 没 成功 ， 想 扫盲 一下 没 成功 ， 想 讲个 故事 也 索然 无趣 。 什么 收获 都 没有 ， 太 失望 了 ！ ！ ！,0,1
房间 还 不错 ， 够 大 ， 不过 床头 有 部分 发霉 的 迹象 ， 218 元 的 价格 还是 太贵      ,0,1
  机器 的 配置 没得说 ， 就是 反应 比较慢 一点 。 钢琴 烤 漆 有点 爱 沾 灰尘 。    ,0,1
一般 吧 ， 和 教课 书 一样 ， 人物 只有 作者 的 性格 没有 自己 的 性格 ， 纪实 总结 小说 ， 呵呵,0,1
  其它 配置 还算 好 ， 不过 1G 内存 运行 VISTA 肯定 不够 。 正版 系统 却 不带 VISTA 的 光盘 ， 让 人 不能 接受 。    ,0,1
"我 是 看 了 很 久 的 评论 才 决定 买 的 , 拿到 书 , 很 失望 , 我 感觉 里面 的 小鸡 们 的 名字 都 太 难念 了 , 我 都 记不清 , 读 不顺 , 更何况 是 3 岁 不到 的 女儿 呢 ? 画面 看起来 也 比较 乱 , 我读 着 那些 名字 也 不顺 , 而且 里面 的 故事 对于 2 岁 多 的 孩子 来说 , 一点 吸引力 都 没有 . 只有 放到 一边 了 . 相反 , 我 后来 买 的 那套 < 淘气 的 小格 > , 女儿 就 非常 喜欢 , 缠 着 我 讲完 里面 的 故事 后 , 还会 自己 拿 着 翻来翻去 的 看 . 她 在 量 身高 的 时候 惦 起脚 的 时候 , 还会 说 : 小格 就是 这样 的 . 在 她 看来 , 调皮 的 她 就 跟 淘气 的 小格 一样 , 小格 做 的 淘气 事儿 , 她 很多 都 做 过 , 很 有 共同 感 哦 . 向 大家 推荐 !",0,1
  风扇 声音 不小 ， 间歇性 的 ； 这 款 机器 在 开机 键 那 是 没有 一小 行 触摸屏 ， 购买 请 注意 ； 本本 扬声器 一般 ， 我 宿舍 女生 买 了 个 东芝 的 ， 音效 不如 她 的 那个 ， 但是 综合 比 起来 我 的 要 漂亮 的 很多 ， 哈哈 ， 有 很大 安慰    ,0,1
酒店 的 感觉 比较 旧 ， 应该 是 装修 的 时间 比较 长 了 吧      ,0,1
"设施 还 将 就 , 但 服务 是 相当 的 不 到位 , 休息 了 一个 晚上 我 白天 出去 , 中午 回来 的 时候 居然 房间 都 没有 整理 , 尽管 我 挂 了 要求 整理 房间 的 牌子 .              ",0,1
用 调侃 通俗 的 手法 写 明朝 历史 ， 既 普及 了 历史 ， 又 让 读者 享受 了 阅读 的 快感 ， 谢谢 当年 明月 ， 太有 才 了 ！,0,1
  相比 去年 购买 的 CQ 系列 来讲 ， 做工 存在 明显 的 下降 。 而且 装 系统 十分 的 麻烦 ， 全部 装完 之后 还是 无法 解决 无 开机 音乐 的 问题 ， 不过 这 完全 是 惠普公司 的 问题 。 要不是 同学 坚持 ， 我 是 不会 推荐 她 买 惠普 的 。    ,0,1
  该死 的 亮点 一个 ，   没有 操作系统 或者 是 我 不会 弄 ，   京东 的 送货 速度 啊 ！ ！ ！ ！ 不 说 了    ,0,1
"  重量 偏重 , 今晚 用 出现 网络连接 不上 的 问题 , 后 又 恢复正常 , 不 知道 还会 不会 出现 这种 现象    ",0,1
"房间 的 环境 非常 差 , 而且 房间 还 不 隔音 ， 住 的 不 舒服 。      ",0,1
客房 和 前台 服务 都 不错     但 酒店 太 陈旧 ， 房间 不如 一般 3 星 宾馆 ， 阳台 卫生间 极小     位置 也 不好 ， 花园 泳池 都 很小     尤其 要说 的 是     酒店 花园里 的 餐厅 ， 叫 东海 渔家 还是 东海 渔村 的     太黑 了     市场 8 元 一斤 的 海瓜子 ， 他 卖 50 元 一斤 ， 还少 秤     味道 也 差     一盘 炒 黄瓜 要 18 元     根本 是 露天 排档 的 环境 ， 桌子 都 脱漆 摇晃 了     很 过分      ,0,1
这 几天 旅行 中 也 在 看 《 杜 拉拉 升职 记 》 ， 的确 是 值得 推荐 的 职场 读物 。 虽然 是 虚拟 的 ， 但 很多 skill 是 可以 在 实际 生活 中 运用 ， 既 是 不 完全 运用 ， 也 可以 做 参考 和 借鉴 。 看 完 之后 ， 觉得 比较 受用 。,0,1
"买 了 几套 , 女儿 一套 , 其他 的 送给 了 女儿 的 好 朋友 . 大家 都 很 喜欢 看 .",0,1
酒店 涨价 了 ， 可是 性价比 并 没有 国内 如家 的 好 ！ 不 知道 酒店 啥 原因 价格 比如 家 还 高点 ， 总体 来说 还是 比如 家 差点 ！      ,0,1
书 的 质量 不错 ， 印刷 精美 ； 内容 可读性 较强 ， 基本 没有 错别字 ， 但 检察院 写成 了 检查 院 ， 故事 也 过于 理想化 ， 特别 是 岱 西 与 公司 、 王伟 等 人 的 冲突 ， 某些 情节 不 符合 逻辑 。,0,1
"个人感觉 ：     1 、 条件 差 ， 房间 小 。     2 、 服务 不 到位 。 钥匙 老是 需要 到 大堂 刷卡 。     3 、 楼下 是 KTV , 很 吵 。     总体 感觉 ： 便宜 没好 货 。     边上 的 星宇 大酒店 真的 是 物超所值 。      ",0,1
"以 现代 商业性 的 语言 调侃 历史 , 看 了 第一页 就 放下 不想 再 看 . 以 历史 内容 来说 , 做到 类似 于 罗贯中 的 < 三国演义 > 或是 二月河 的 < 雍正皇帝 > 等 那样 的 演绎 也 就算 到 了 极至 . 程度 再进一步 的 调侃 , 给人以 歪 批戏 噱之感 , 是 对 历史 的 不 尊重 , 让 人 对 其 内容 的 真实性 有 很大 的 疑问 . 如果 是 普通 的 小说 , 诙谐 幽默 是 可以 的 . 在 历史 问题 上 如此 铺陈 , 让 人 难以 接受 . 凡此 总 让 人 感觉 , 时 下 读书 的 氛围 愈发 的 浮躁 . 肯 静下来 潜心 读书 的 人 , 实在 是 越来越少 , 也 无怪 出版 机构 和 作者 们 在 其他 要素 上 顺应 这种 趋势 , 而 在 书籍 本身 的 内容 要素 上 , 偏偏 越来越 忽视 了 .",0,1
"  有点 重 ， 是 个 遗憾 。 能 买 这么 小 的 笔记本 ， 就是 希望 可以 方便 携带 。 尺寸 是 OK 了 ， 要是 再 轻薄 些 就 更 完美 了 。 没有 光驱 的 说 ， 所以 华硕 有待 改善 。 然后 就是 外壳 虽然 是 烤 漆 的 ， 很漂亮 （ 请勿 触摸 ） , 因为 一 触摸 就 会 留下 指纹    ",0,1
女儿 不 喜欢 ， 个人 觉得 画 还 可以 ， 就是 字 太小 了 ， 开本 也 较 小 。,0,1
  塑料 的 感觉 明显 。   但是 从 性价比 来 考虑 ， 已经 算是 不错 的 选择 了 。    ,0,1
我 的 宝宝 2 岁 3 个 月 ， 正是 说 什么 就学 什么 的 时候 ， 这 套书 我 已经 封杀 了 ， 等 他 明白 什么 是 好 坏话 的 时候 再 拿 出来 读 。 里面 宝宝 不宜 学 的 词太多 。 我 是 一套 让 人 失望 的 书,0,1
没有 什么 内容 的 一 本书 ， 也 没有 什么 特别 的 观点 。 无非 是 简单 的 故事 拼凑 ， 加上 几句 空洞 的 说教 ， 无趣 得紧 。 如果 非要 买 ， 建议 16 岁 以下 的 可以 尝试 看看 。 16 岁 以上 的 ， 就免 了 吧 ， 里面 讲 的 ， 我们 应该 都 已经 经历 和 体会 了 。 如果 还 没有 经历 和 体会 的 ， 那么 相信 我 ， 看 这 本书 也 不能 改变 你 什么 的 。 本书 最 精华 的 部分 是 陈雅琳 写 的 序 ， 倒 是 真实 得 多 。 “ 请 忠于 自己 所 认定 的 幸福感 ” ， 是 这 本书 给 我 留下 印象 的 唯一 一句 话 。,0,1
這本書 真的 很 一般 ， 剛開始 看 就 感覺 沒什麼 意思 ！ 不喜歡,0,1
  键盘 手感 差 ， 整体 做工 一般 不如 HP ， 发票 质保 期写 的 是 “ 无 ” ， 不 清楚 质保 期 。    ,0,1
我 给 6 岁 的 女儿 买 了 一套 ， 还有 最新 出 的 第七册 ， 她 非常 喜欢 ， 书 她 在 幼儿园 已经 看 了 其他同学 的 ， 可是 回到 家 还是 抱住不放 ， 看来 真是 不错 。 我 准备 再 买 一套 送给 朋友 的 孩子,0,1
听 了 老板 的 介绍 买 这 本书 ， 以为 里面 是 一些 适合 为 孩子 朗读 的 一些 小 故事 或 短诗 什么 的 ， 没想到 是 纯理论 。 做 为 一个 教育工作者 ， 我 当然 知道 在 孩子 启蒙 前为 他 朗读 是 有 很大 的 好处 的 啊 ， 所以 书 再 好 ， 也 觉得 对 我 没 啥 用 ， 翻 了 几页 就 丢 在 那 了 。,0,1
  对 宽 屏 不 了解 ， 现在 用 起来 极 不 舒服 ； 上下 距离 太窄 ， 宽度 又 太 宽 。 只 相当于 12 寸 的 屏 。 屏太亮 ， 而且 改了 设置 后 只要 重启 就 又 要 改    ,0,1
这位 姐姐 对 这 本书 几近 痴迷 。 我 不好 这 一口 ， 没有 耐心 看 它 。 纯粹 表扬 一下 这次 送书 的 效率 和 质量 。 起码 书 的 品相 不错 ， 好过 我 前 两次 购书 。 希望 以后 能 保持 。,0,1
可能 中外 文化 理解 差异 ， 可能 与 小孩子 太有 代沟 ， 不 觉得 怎么样 ， 还是 比较 喜欢 水墨画 一点 风格 的 漫画书 ， 但愿 我 女儿 长大 一点 能 喜欢 （ 22 个 月 中 ）,0,1
  样式 方面 其实 不太 满意 ， 不 好看 。 另外 一直 没 注意 这个 本本 不是 全 键盘 。 显卡 性能 不如 想像 的 好 。   键盘 好像 不 太平 ， 按 下去 的 时候 觉得 整个 键盘 板 都 在 动 。 做工 方面 也 不太精 ， 好多 地方 都 有 缝隙 ， 和 我 的 HP 比 做工 确实 差些 。    ,0,1
20 岁 的 女孩子 就 应该 有 20 岁 的 感触 这样 的 书籍 毫无意义,0,1
"酒店 除了 地理位置 靠近 火车站 ( 50 米 ) 以外 , 没有 任何 可圈可点 之处 了 , 房间 还 算 干净 , 但是 设备 和 面积 都 不是 很 符合 性价比 ,   卫生间 的 马桶 还有 时 堵塞 ;   房费 里 包含 的 自助 早餐 更是 差 ,   还 没到 早餐 结束 时间 , 所有 的 盘子 就 都 空 了 ,   只 剩下 咸菜 和 牛奶 了 ... 下次 不会 再 住 了 .      ",0,1
  重装 XP ， 但 有些 功能 就 无法 实现 了 ， 要是 直接 上 XP 系统 就 好 了 ； 机器 看着 小 ， 但 重量 有点 沉 ； 散热 还是 略 烫 ； 独显 还是 弱 了 点 ， 但 130M 的 机器 就要 贵 很多    ,0,1
作为 个人 经验 在 网上 谈谈 可以 ， 但 拿来 出书 就 有点 过 了 ， 书中 还 有些 明显 的 谬误 。 不过 文笔 还 不错 ， 建议 写写 散文 好 了 。,0,1
  说明书 太 简单 了 点 。 装机 自带 的 一些 软件 没有 任何 说明 。 希望 以后 服务 能够 做 得 再 细致 点 。    ,0,1
小 熊宝宝 我 觉得 孩子 不 喜欢 ， 能换 别的 吗,0,1
  跑 冰封王座 蓝屏 了 ， 还是 散热 不行 ， 经典 的 老 游戏 还是 都 没 问题 的   电池 没有 说 的 待机时间 那么 长    ,0,1
  还是 有点 贵 ， 要是 白色 和 黑色 一个 价格 就 好 了 ~ ~ ~ ~ 最好 再 送 膜 啦 ， 键鼠 啥 的 ， 那样 会 更 开心 点 ~ ~ ~ ~    ,0,1
我 儿子 很 喜欢 。 如果 可 分开 有 选择 买 哪册 ， 会 更好 。,0,1
是 看到 排行 才 买 的 ， 但是 书 既 大 又 乱 乱 。 没 一张 上 都 买卖 的 全是 画 。 我 不 喜欢 ， 但是 儿子 还 行 。 作为 讲故事 的 我 ， 看起来 没有 感觉 所以 也 就 无法 投入 。,0,1
为什么 没有 看到 随书 的 电视剧 主创人员 的 海报 ？,0,1
"看 了 评论 才 买 的 ,   结果 发现 不是 那么 的 好 , 不太 喜欢 这种 风格 , 儿子 也 不 喜欢 看 , 也许 女孩子 会 喜欢 这种 书吧 ?",0,1
拿到 以后 绝对 没有 什么 特别 吸引 我 的 地方 ， 所以 至今 还 没有 看 。 。 。 。,0,1
"周围环境 差 , 房间 设施 陈旧 . 房间 小 . 服务员 懒散 . 去 餐厅 很 不 方便 , 路线 复杂 . 早餐 贵 , 而且 没有 什么 可以 选择 的 种类 .      ",0,1
  处理器 再 强点 就 好 了 ， 当然 再 强点 就 不是 这个 价了 ， 显卡 的 显存 很 强大 ， 位 宽 很 不 强大 。 只有 包 ， 没有 鼠标 ，    ,0,1
酒店 外观 环境 还好 ！     进去 后 ， 一切 都 变得 很杂 ！     可能 是 娱乐场所 太 方便 了 ， 进进出出 都 是 小姐 与 妈咪 之类 的 （ 晚上 七 八点钟 ） ， 后面 的 发廊 液态 夸张 了 点 吧 ？ 绝对 不能 让 太太 们 以为 我们 常住 这种 酒店 ！     酒店 中午 和 早上 的 时间 环境 还 可以 ！     酒店 房间 楼层 还 算 可以 吧 ？ 但是 开着 门 打牌 的 房客 使到 整个 走廊 烟味 很 重 ！ 而且 进出 房间 楼层 的 人 也 很多 ， 感觉 有点 不 很 安全 。              ,0,1
  可惜 不带 系统   做工 设计 要是 能够 比比 sony 就 好 了 ， 但是 一分钱 一分货 吗    ,0,1
网上 介绍 的 比较 好 ， 但是 实际 却是 另一番 现象 。 交通 非常 不便 ， 晚上 除非 包车 ， 否则 根本 没法 出行 ； 另外 酒店 性质 为 居家 酒店 ， 服务态度 、 服务质量 比较 一般 ， 周围环境 也 没有 传说 中 的 那么 诗意 化 。 如果 想 体验 农村 生活 的话 可以 一住 ， 否则 可以 考虑 阳朔 街上 一带 的 住宿 。              ,0,1
我 是 耐 着 性子 看 完 的 ， 无非 是 为了 多一点 谈资 罢了 。 这样 的 书 也 会 流行 ， 说明 我们 大众 的 阅读 水准 还 真 不怎么 地 ！,0,1
  屏 的 分辨率 最高 1440 * 900 。 字体 小 但 很 细腻 。 有点累 眼 。 调到 1280 * 768 后 ， 字体 等 不 细腻 了 。    ,0,1
炒 的 很 热 ， 就 买 来看 了 看 ， 但 还是 不太 接受 ， 也 不 好看 ， 比 当年 看 的 《 飞龙 全传 》 差 很 远 。,0,1
"这 套书 , 不怎么 适合 小孩子 看 , 没有 什么 意思 ! 建议 家长 购买",0,1
当初 就是 因为 儿子 喜欢 汽车 ， 加上 这 本书 好评 如潮 ， 所以 才 决定 买 的 。 可是 买来 一个月 了 ， 他 只 翻 了 一次 ， 就 再也 不肯 看 了 。 我 本来 以为 这 套书 算是 白买 了 ， 可 最近 儿子 突然 迷上 了 它 ， 每天 都 要 看 两三遍 ， 中午 睡觉 前 和 晚上 睡觉 前 ， 都 要 看 上 一小 会儿 ， 成 了 必修课 了 。 当然 最 爱看 的 就是 《 轱辘 轱辘 转 》 ， 他 已经 不 满足 我 的 讲述 了 ， 自己 一边 看着 一边 用 小手 指指点点 地 ， 一边 说 着 “ 撞车 了 ” ， “ 轮子 破 了 ” ， ? 大嘴巴 垃圾车 ? ...... 等等 ， 那小 模样 可 认真 了 。 这 套书 成 了 我们 家 的 图书 宝贝 。 上次 只评 了 两颗 星 ， 没 办法 改了 ， 只好 在 这里 给 它 一个 大大的 五星 吧 ！ 另外 我 个人 建议 一下 ： 有 小男孩 的 家庭 ， 年龄 在 2 岁 以上 ， 就 可以 买 给 孩子 看 了 ， 尤其 是 喜欢 汽车 的 男孩子 ， 买 它 就 对 了 。,0,1
书 不错 ， 但是 没有 送 我 挂图 ！ ！ ！ 是 什么 原因 ？ ？ ？,0,1
大床 房 是 有 电脑 可以 上网 的 （ 但 地毯 很脏 ） ， 还有 自费 的 食品 和 日用品 ； 标房 比较 干净 ， 我 在 卫生间 里 ２ 次 看见 有 虫虫 在 爬 ， 没有 自费 的 食品 和 日用品 ， 也 没有 电脑 上网 。 大堂 经理 处理 事情 的 能力 极差 ！ 我们 这批 入住 的 人 整体 感觉 都 不 满意 ， 性价比 实在 太低 ！              ,0,1
此书 家喻户晓 。 我要 慢慢 研读 。 呵呵 。 一个 字 ： 棒 ！,0,1
酒店设施 老化 ， 服务 互相 推委 ， 没有 4 星 的 设施 怎能 享受 4 星 的 服务 ， 连 空调 都 不能 用 的 4 星 ， 餐饮 就是 大众 食堂 的 标准 ， 价格 是 ` ` ` ` ` ` ` ` `              ,0,1
看 了 一点 &# 183 ; &# 183 ; 就 没 看 了 &# 183 ; &# 183 ;,0,1
"书里 基本 都 是 日本 的 生活 环境 , 与 国内 还是 有些 区别 的 可能 是 自己 没有 一个 人住 过 , 所以 没 啥 共鸣 , 书 没 看 完 就 放 一边 了 ... 还好 就 买 了 一本 她 的 书",0,1
以后 还是 少买 这样 的 书 ， 名人效应 啊,0,1
位置 偏 ， 周围 黑漆漆 的 。 本地人 开车 都 找 了 好久 才 找到 。 房间 装修 很 是 一般 ， 可以 说 是 有点 差 ， 就 10 几年 的 老 装修 。 还是 住潭江 半岛 酒店 吧 ， 虽然 潭江 半岛 酒店 也 不是 很 让 我 满意 。 但是 为了 出行 安全 考虑 ， 建议 各位 还是 不要 去 住 该 假日酒店 。 此 假日酒店 和 鼎鼎有名 的 假日酒店 真是 非洲 和 欧洲 的 区别 啊 。      ,0,1
  就是 玩游戏 不 知道 怎么回事 ， cs 初次 测试 显示 有 问题 ， 再 试试看 再说 。    ,0,1
我 个人感觉 一般 ， 太多 的 堆彻 和 从 第三者 角度 出发 的 评价 ， 但 和 读者 的 感觉 却 有 若 天壤之别 。 几乎 有点 看不下去 的 感觉 。 特别 是 讲 贺顿 和 电台 主持人 一起 主持 节目 的 那 一段 ， 书上 讲 了 女 心理 师 多么 的 睿智 机变 ， 节目 多么 吸引 听众 ， 但 从 书上 的 描述 ， 我 感觉 — — 如果 我 听到 这样 的 电台节目 ， 一定 换台 ！ 我 还 特地 把 一些 段落 指 给 老公 看 ， 他读 一段 就 拒绝 再 看 。 我 最后 是 跳 着 看 完 的 ， 一个 感觉 ： 盛誉 难负 ！,0,1
  相对 于 2140 ， 屏幕 不是 镜面 屏 ， 亮度 会 差一点 ，   音箱 部分 外观 和 网站 图片 有 一定 差别 ， HP   MIni 系列 型号 太 多 ， 有 一种 音箱 部分 是 向 外 鼓起 ， 金属网 格状 的 ， 看 图片 的 时候 一直 以为 是 那种 ， 到 了 有点 诧异 ，    ,0,1
我家 美女 非常 喜欢 ， 强烈推荐 给 1 － 2 岁 的 小朋友 ！,0,1
  屏幕 上 有 一个 坏点 ， 不过 影响 不 大 ； 电池 的确 不禁 用 ， 也 就是 一个多 小时 ； 散热 还 可以 吧 ， 键盘 右下侧 有点 热 。    ,0,1
  不是 经典 的 磨沙 哦 ， 有点 遗憾 ， 我 相信 采用 经典 的 磨沙 ， 喜欢 者 会 多些    ,0,1
  用 了 半个 月 了 ， 感觉 就 一个 字 ： 爽 ！ 做工 好 ， 价格低 ， 配送 快 ， 没话说 了 ， 一个 字 ： 好 ！    ,0,1
此书 价钱 太贵 了 ， 而且 不 适合 5 岁 以上 的 小孩 阅读 ， 页面 太 少 ， 又 贵 ， 不 值得 买 ！ 太 不 值得 买 了 。,0,1
很 时尚 风趣 的 文风 ， 有 谈笑 间 樯橹 灰飞烟灭 的 气势 ， 虽然 只 看 完 了 第一部 ， 但 爱不释手 的 感觉 已经 越来越 强烈 。,0,1
这 真是 一本 好书 ， 而且 价钱 又 便宜 。 真好 呀 ！,0,1
很 好 的 地理位置 ， 一蹋 糊涂 的 服务 ， 萧条 的 酒店 。      ,0,1
我 觉得 这 本书 不 适合 在 上 大学 或 高中 的 朋友 们 ， 向 我 在读 大学 我 觉得 对 我 没有 帮助 ， 只 适合 入门级 的 读者,0,1
说 是 9 层 在 装修 ！ 但是 住 5 层 还是 吵得 睡不着 。 怀疑 6 层 也 在 装修 ， 声音 就 在 头顶 。 电钻 6 、 7 点 就 开始 吵 。 头痛 欲裂 。     地点 很 不好 找 。 不 临街 。     宾馆 反馈   2008 年 6 月 2 日   ：   尊敬 的 客人 ：   您好 ！ 您 在 入住 期间 未能 享受 到 安静 的 环境 ， 我们 深感不安 ， 并 向 您 表示 深切 的 歉意 。 为了 创造 酒店 优美环境 ， 使 广大 宾客 居住 环境 更加 舒适 ， 我店 正在 进行 客房 硬件 的 装修 改造 工作 ， 施工 时间 为 8 ： 00 － 20 ： 00 ， 非常 抱歉 施工单位 未 在 规定 时间 内 施工 ， 还 打扰 了 您 的 休息 ， 为此 ， 我们 已经 与 施工方 再次 接洽 ， 要求 他们 遵守 工作 时间 ， 杜绝 此类 事件 的 再次发生 。 酒店 楼顶 正 装修 并 安装 本市 最具 特色 的 标志 建筑 ： “ 金葫芦 ” ， 相信 您 再次 光临 本店 时会 给 您 焕然一新 的 感觉 ， 更会 让 您 感受 到 我们 更 热诚 的 服务 。 再次 谢谢您 的 忠肯 评价 ， 并 真诚地 向 您 表示歉意 ， 恳请 您 能 再次 下榻 并 提出 宝贵意见 ！   祝您 身体健康 ， 工作 顺利 、 万事如意 ！      ,0,1
"酒店 号称 目前 满洲里 最好 的 , 一 进去 就 大失所望 , 房间 很小 , 不 干净 , 设施 不 齐全 , 而且 酒店 服务 反应 非常 迟钝 . 提供 收费 的 无线网络 , 速度 和 老牛 拉车 一般 , 而且 经常 要断 . 一楼 自助餐 也 非常 差 , 整体 来说 是 不 推荐 的 酒店 , 但 在 满洲里 这样 的 地方 , 其他 你 也 选择 余地 不 大 , 除非 新建 的 香格里拉酒店 落成 .      ",0,1
不 值得 这个 价     装修 很 一般     酒店 外是 烧烤 一条街     早餐 非常 简陋 ， 没 啥 吃 的 。 下次 决不 选择 它 。     连 申请 延迟 退房 都 不肯      ,0,1
"比较 失望 , 也 没太多 的 心理 分析 描写 , 完全 是 案例 , 且 没有 深入 的 分析 ,",0,1
"宝宝 一岁 七个 月 , 不是 太 喜欢 , 也许 是因为 色彩 不够 鲜艳 . 而且 对 他 而言 , 可能 太 简单 了 .",0,1
总结 一下 ， 女人 要 现实 。 要么 嫁 好 老公 ， 要么 抓住机遇 有 事业 … … 这 还 用 她 说 啊 。,0,1
因为 看 了 《 士兵 突击 》 的 连续剧 ， 爱 它 ， 所以 买 它 。 以为 可以 让 自己 感动 的 影视 ， 其书 更 值得 自己 收藏 。 但 真让人 失望 ！,0,1
  但 今天 提货 时 ， 总部 自提点 的 服务 不是 很 好 ， 可能 人员 不 多 ， 我 问 的 问题 给 我 回复 的 不是 很 满意 。    ,0,1
房间 较 小 ， 配置 一般 ， 如 家 越来越 差 ， 如果 不 在 现在 基础 上 加以 提高 ， 不 出 几年 就要 找 不到 了 ， 现在 只想 赚 加盟费 去 了 吧 ？      ,0,1
这 是 我 帮 同学 订 的 ， 之前 我 已经 买过 一本 ， 挺不错 的 。,0,1
奇怪 这么 书 怎么 这么 受欢迎   非专业 人士 能看懂 吗   有 耐性 去 慢慢 琢磨 吗,0,1
  键盘 左上角 稍微 按下 就 严重 下陷 ， 唉 ， 做工 不敢恭维 ， 跟 我 以前 用 的 小黑 键盘 效果 用 天壤之别 ， 难怪 网上 大家 都 不 承认 SL 系列 属于 tinkpad    ,0,1
该 酒店 确实 性价比 不是 很 高 ， 距离 该 酒店 500 米左右 的 衡阳 华天 应该 会 比 这家 好 很多 ， 我 也 问过 价格 了 ， 华天 208 （ 前台 价 ） / 康年 198 （ 携程 价 ）      ,0,1
设施 陈旧 ， 饭店 各 区域 之间 的 交通 混乱 ， 早餐 品种 少 、 品质 差 ， 优胜 之处 是 周边 的 交通 方便 。      ,0,1
  散热 问题 始终 有点 突出 ， 配置 高 就 功耗 高 就 无可避免 地 温度 高 了 ， 另外 外壳 做工 方面 还 需 进一步 加强    ,0,1
  显卡 是 64bit 的 ， 这点 有 一定 的 制约 性能 ， 能 随机 附带 一个 XP 的 盘 就 好 了 ， 太沉 ！   装 了 一个 XP ， 搞了半天 。    ,0,1
  这款 无 指纹识别 ， 也 无 人脸识别 ， 京东 资料 上要 改改 了 ！   还有 摄像头 要 光线 很 好 、 距离远 的 情况 下才 正常   否则 颜色 超淡 ！   运行 VISTA 超慢   改了 XP 就 很棒 了 ！    ,0,1
  有点 重 。   一 开始 拿到 手 的 时候 TAB 键松 了 ， 不过 一 按 就 按 回去 了 还好 。   有线 网络 的 连接 有点 问题 ， 不过 可能 是 我家 网络 的 问题 。    ,0,1
我 自己 是 不 太 喜欢 的 ， 如同 前面 一位 家长 的 评价 ， 有 可能 加重 小孩子 的 叛逆 ， 我家 小朋友 现在 的 新 口头禅 就是 “ XX ， XX ， 总是 XX ， 我 才 不要 XX 呢 ！ ”,0,1
这 本书 孩子 不感兴趣 。   把 书本 都 给 撕 了 。,0,1
作者 有 明显 的 自恋 倾向 ， 只有 有 老公 养 不 上班 的 太太 们 才能 像 她 那样 生活 。 很多 方法 都 不 实用 ， 还有 抄袭 嫌疑 ， 没意思 ， 没买 的 可以 省省 了 。,0,1
"朋友 超级 喜欢 她 , 在 她 的 鼓动 下 买 的 , 依然 不是 很 喜欢",0,1
对于 两岁半 的 儿子 来说 故事 的 篇幅 有些 长 ， 可能 稍大 一些 他会 喜欢 。,0,1
书 很 貴 。 儿子 也 不怎么 看 。 唉 ！ 他 更 喜欢 玩 。,0,1
  发热量 大 的 问题 没有 解决 ， 这是 联想 的 老 问题 了 ， THINKPAD 系列 就 没有 这个 问题 ， 国产品牌 还是 要 在 细节 上 做 的 更好 才 有 竞争力 啊    ,0,1
房间 很大 味道 ， 服务 差 ， 态度 差 ， 房单 设施 差 ~ ~ 永远 不会 再 去 了 。 差 就 一个 字      ,0,1
"买 了 一本 , 字 是 大大的 , 不 觉得 有 啥 好 的 晕",0,1
离 泰山 较 远 ， 实际 环境 与 价格 不符 ， 漂亮 的 外观 ， 陈旧 破烂 的 内里 ， 隔音 极差      ,0,1
她 是 不可多得 的 成功 的 传媒 人士 为什么 一定 要 写 15 字 ？ 对 这 本书 来讲 ， 没什么 可写 的 哇 ？ ？,0,1
为什么 我们 每天 订房间 ， 就 不 送 水果 、 咖啡 ！ 协程 网上 有 果盘 送 的 ！ 简直 不讲道理 ！      ,0,1
送货 速度 很 慢 ， １ ８ 号 发货 ， 要 到 年 后 才能 收到 ！,0,1
  驱动 支持 很 完美     唯一 就是 AMD 的 散热量 比较 大 ， 希望 一两年 内 不会 出 什么 问题    ,0,1
"图画 , 文字 都 不错 , 尤其 是 画面 . 对于 小孩子 来说 , 的确 是 一套 不错 的 图画书 .",0,1
  买来 要 自己 装 系统 ， 麻烦 ！   AMD 散热 不太好 ！   反应 有点 慢 ！   价钱 和 我们 这边 的 商场 差不多 ！ 没 实惠 ！    ,0,1
  linux 的 系统 从来 没玩过 ， D 面 做工 稍 欠缺 ， 塑料 感强 。 不过 对得起 价格 。    ,0,1
"很 喜欢 这 本书 ， 可以 从中 得到 一些 借鉴 。 拉拉 是 个 幸运儿 ， 除了 自身 的 努力 外 ， 她 成功 的 原因 是 有 特别 好 的 机遇 和 一些 好心 的 领路人 。 现实 就是 这样 的 ， 即便 你 付出 了 努力 ， 但 不见得 会 有 好 的 回报 。 可 如果 你 付出 了 努力 ， 当 机会 来时 就 会 成功 。 不要 抱怨 什么 不 公平 ， 人生 出来 就是 不 平等 的 。 Simple   life , Simple   heart . 推荐 刚入 职场 的 朋友 们 看看 此书 ， 会 有 不少 的 收获 。",0,1
