index	label
3939	短缺
3940	空中
3941	懂
3942	公安部
3943	可谓
3944	中西部
3945	衷心
3946	省市
3947	风采
3948	升级
3949	稳
3950	客车
3951	博物馆
3952	防震
3953	指挥部
3954	年均
3955	查获
3956	党政机关
3957	光明
3958	闯
3959	全会
3960	好评
3961	凭
3962	难民
3963	代理
3964	喜悦
3965	岁末
3966	社团
3967	沪
3968	农家
3969	一体
3970	爱好者
3971	青海
3972	韦德里纳
3973	充足
3974	迫切
3975	兆国
3976	容量
3977	２８
3978	走廊
3979	占领
3980	仔细
3981	加剧
3982	棉花
3983	着重
3984	总队
3985	详细
3986	伍
3987	脸
3988	趟
3989	蛋
3990	没收
3991	工商联
3992	相反
3993	结论
3994	啤酒
3995	油气
3996	包袱
3997	搬
3998	气象台
3999	离退休
4000	血
4001	分化
4002	棵
4003	捧
4004	下属
4005	艾滋病
4006	根本性
4007	限度
4008	坚强
4009	血液
4010	挪威
4011	启示
4012	教材
4013	温州
4014	庆林
4015	分布
4016	互助
4017	草案
4018	盘
4019	削减
4020	名义
4021	中间
4022	端
4023	收盘
4024	邵
4025	想起
4026	科协
4027	周日
4028	奥委会
4029	青春
4030	心态
4031	视
4032	满族
4033	消化
4034	官方
4035	法定
4036	百分点
4037	通胀
4038	传记
4039	大队
4040	民政部
4041	丈夫
4042	全新
4043	敏
4044	近年
4045	肇事
4046	团拜会
4047	条约
4048	头脑
4049	判断
4050	绿化
4051	矿产
4052	千方百计
4053	灿烂
4054	兴奋
4055	明年
4056	移
4057	分裂
4058	带有
4059	接收
4060	价
4061	吕梁
4062	认定
4063	衣服
4064	评
4065	农副产品
4066	抗震
4067	机关干部
4068	荣桓
4069	包装
4070	显
4071	自治州
4072	分类
4073	三十
4074	尹
4075	颁奖
4076	会同
4077	延安
4078	名列
4079	党组
4080	红薯
4081	提起
4082	历来
4083	崭新
4084	添
4085	湿地
4086	渐渐
4087	打电话
4088	脱
4089	家长
4090	雅加达
4091	复垦
4092	番
4093	助理
4094	联网
4095	取代
4096	造
4097	免
4098	懂得
4099	入手
4100	承受
4101	陕西
4102	乘客
4103	坚持不懈
4104	热闹
4105	自由泳
4106	眼前
4107	巴特勒
4108	临
4109	音乐厅
4110	私
4111	时机
4112	１９８５年
4113	特
4114	编者
4115	整治
4116	高等
4117	维和
4118	真情
4119	职权
4120	随之
4121	必
4122	新房
4123	季
4124	北风
4125	网络版
4126	专栏
4127	再度
4128	言
4129	抢
4130	线索
4131	元首
4132	首要
4133	１９８７年
4134	约束
4135	立法
4136	巴林
4137	组委会
4138	修订
4139	伤员
4140	志
4141	火车
4142	多极化
4143	英模
4144	优
4145	贵
4146	弄
4147	扩建
4148	高等教育
4149	盼
4150	爆发
4151	总工会
4152	数千
4153	世锦赛
4154	诞辰
4155	阵地
4156	灯笼
4157	连锁
4158	１０００万
4159	从未
4160	掀起
4161	象征
4162	供电
4163	革命家
4164	住院
4165	杰出
4166	抗旱
4167	力
4168	一代
4169	一手
4170	大概
4171	家电
4172	Ｂ
4173	男女
4174	助
4175	日趋
4176	制订
4177	农
4178	记忆
4179	缩小
4180	一派
4181	周边
4182	抗灾
4183	销
4184	全力
4185	延长
4186	功
4187	上去
4188	深处
4189	据说
4190	解
4191	兑换
4192	２７
4193	３４
4194	波动
4195	责任感
4196	进而
4197	规则
4198	关根
4199	汉城
4200	松
4201	单纯
4202	著作
4203	假冒伪劣
4204	团中央
4205	吃饭
4206	场面
4207	门前
4208	勇于
4209	聚集
4210	自动
4211	足够
4212	削弱
4213	纠纷
4214	照明
4215	其余
4216	出于
4217	正常化
4218	临床
4219	固定资产
4220	汇
4221	大雪
4222	黎巴嫩
4223	分为
4224	圆
4225	统一战线
4226	闭幕
4227	人权
4228	充实
4229	航班
4230	宏伟
4231	的确
4232	欧元
4233	组合
4234	蔓延
4235	法人
4236	权限
4237	手术
4238	生产能力
4239	零
4240	多方
4241	化工
4242	伤
4243	科普
4244	贴近
4245	仓库
4246	人民战争
4247	新村
4248	到达
4249	火灾
4250	马克
4251	前面
4252	汉语
4253	盗卖
4254	此事
4255	公房
4256	歌声
4257	电缆
4258	财税
4259	质
4260	边境
4261	增值
4262	养猪
4263	正当
4264	村庄
4265	贺词
4266	见面
4267	各省
4268	５００万
4269	冷战
4270	本来
4271	授权
4272	封闭
4273	１９８０年
4274	堆
4275	一次性
4276	长春
4277	为首
4278	传来
4279	温馨
4280	１０亿
4281	从中
4282	珍贵
4283	公仆
4284	声音
4285	无数
4286	释放
4287	国防部
4288	策划
4289	陈旧
4290	空
4291	讲述
4292	闹
4293	忠友
4294	社会化
4295	展望
4296	国务卿
4297	１亿
4298	机电
4299	管制
4300	大楼
4301	鲜活
4302	论文
4303	气息
4304	多么
4305	避孕
4306	暖
4307	停留
4308	风光
4309	附属
4310	法庭
4311	踊跃
4312	艺术品
4313	神奇
4314	香
4315	无不
4316	一等奖
4317	摩洛哥
4318	欧佩克
4319	签字
4320	证人
4321	拓宽
4322	投向
4323	新药
4324	通常
4325	之类
4326	乐观
4327	享有
4328	１９８９年
4329	征文
4330	可喜
4331	党内
4332	步骤
4333	为止
4334	救援
4335	发电
4336	荷兰
4337	盲目
4338	电器
4339	高层
4340	果
4341	风波
4342	大米
4343	永
4344	增收
4345	逐年
4346	兰州
4347	议题
4348	震区
4349	１９８６年
4350	玉溪
4351	极其
4352	名将
4353	自救
4354	再现
4355	融入
4356	现金
4357	长沙市
4358	啦
4359	发票
4360	步长
4361	县长
4362	生机
4363	货币化
4364	抗日战争
4365	联合政府
4366	生涯
4367	武力
4368	象山
4369	研究员
4370	国王
4371	便宜
4372	加深
4373	无形
4374	自愿
4375	一把手
4376	马耳他
4377	碗
4378	深切
4379	栏目
4380	政委
4381	地委
4382	太平洋
4383	耶路撒冷
4384	遭
4385	攻坚战
4386	只见
4387	镜头
4388	浓厚
4389	商标
4390	储蓄
4391	受贿
4392	相同
4393	中午
4394	激光
4395	清晨
4396	印尼盾
4397	隔
4398	涌
4399	顺德
4400	屏幕
4401	一再
4402	神
4403	撰写
4404	剧
4405	收取
4406	４８
4407	浪潮
4408	付
4409	严禁
4410	票据
4411	浪
4412	野生
4413	统揽全局
4414	铜
4415	中直机关
4416	这块
4417	终
4418	毛泽东思想
4419	技能
4420	十四大
4421	鸡
4422	中医
4423	条目
4424	鲁迅
4425	寒冷
4426	党性
4427	限额
4428	审美
4429	十二月
4430	厂家
4431	下基层
4432	论证
4433	历史性
4434	繁重
4435	成分
4436	过分
4437	三中全会
4438	彝族
4439	开会
4440	信念
4441	电网
4442	辛勤
4443	绝不
4444	切
4445	痛苦
4446	桶
4447	农科院
4448	收回
4449	净
4450	刊登
4451	总参谋长
4452	尊严
4453	高中
4454	课堂
4455	跃
4456	愉快
4457	时节
4458	如下
4459	关闭
4460	县政府
4461	接见
4462	拖拉机
4463	迁
4464	波波夫
4465	厦门
4466	结婚
4467	回应
4468	女工
4469	中期
4470	标语
4471	大棚
4472	造就
4473	波音
4474	自立
4475	恐怖主义
4476	犯
4477	拥军
4478	０．８
4479	追
4480	老鼠
4481	哥斯达黎加
4482	膨胀
4483	性格
4484	服务队
4485	图像
4486	意志
4487	合资
4488	禁毒
4489	１５万
4490	原理
4491	敏感
4492	３３
4493	国务
4494	保存
4495	至此
4496	说话
4497	勇气
4498	燃气
4499	钻井队
4500	荧屏
4501	海口
4502	花灯
4503	工程师
4504	大人
4505	专程
4506	跳水
4507	化解
4508	盆
4509	一波
4510	马克思
4511	小麦
4512	自治县
4513	扩展
4514	总局
4515	抬
4516	巾帼
4517	等于
4518	期望
4519	稳妥
4520	高峰
4521	报警器
4522	赶来
4523	洗
4524	概括
4525	双手
4526	专
4527	犹太人
4528	回去
4529	秘书
4530	安南
4531	对口
4532	配
4533	形
4534	之上
4535	干扰
4536	监控
4537	成交
4538	立群
4539	替
4540	该校
4541	水浒传
4542	上下
4543	毒品
4544	肯尼亚
4545	年产
4546	晓伟
4547	量
4548	环保局
4549	造船
4550	源头
4551	热带
4552	吹
4553	８万
4554	当事人
4555	６０００
4556	一阵
4557	清晰
4558	第十
4559	门口
4560	雕像
4561	应邀
4562	结构性
4563	传说
4564	展出
4565	港口
4566	留学
4567	采购
4568	心愿
4569	历时
4570	创汇
4571	６万
4572	绝大多数
4573	小品
4574	邮电部
4575	咱
4576	调解
4577	阿尔希波夫
4578	暴力
4579	恐怕
4580	或许
4581	第三产业
4582	造型
4583	老伴
4584	都市
4585	压锭
4586	指导价
4587	强劲
4588	从不
4589	邱县
4590	之内
4591	一下子
4592	安定
4593	节
4594	如同
4595	形态
4596	邮政
4597	沙
4598	递增
4599	地域
4600	轰动
4601	通车
4602	生前
4603	网点
4604	货运
4605	增幅
4606	原始
4607	皮
4608	投票
4609	希拉克
4610	撞
4611	不仅仅
4612	期待
4613	破坏性
4614	中非
4615	高考
4616	境外
4617	关税
4618	湖
4619	华夏
4620	卷烟厂
4621	同年
4622	砍
4623	十八日
4624	疗法
4625	拨
4626	占地
4627	生命力
4628	老兵
4629	该局
4630	基本上
4631	献血
4632	竟然
4633	利于
4634	互
4635	欢度
4636	肯
4637	大树
4638	动人
4639	新华
4640	崛起
4641	买卖
4642	无偿
4643	赖
4644	洋溢
4645	４２
4646	才能
4647	商谈
4648	海拔
4649	人工
4650	经贸委
4651	扎扎实实
4652	加之
4653	浮动
4654	佳
4655	达标
4656	测试
4657	中队
4658	江西省
4659	美学
4660	命名
4661	学位
4662	英镑
4663	身影
4664	被迫
4665	货
4666	每人
4667	苏哈托
4668	尽量
4669	吸取
4670	第十五
4671	讲究
4672	某部
4673	奋进
4674	为由
4675	将来
4676	盏
4677	指定
4678	共产党人
4679	深感
4680	司长
4681	判决
4682	仪器
4683	金色
4684	慰问组
4685	率
4686	尚义
4687	报警
4688	谋求
4689	主
4690	克隆
4691	吉林省
4692	道歉
4693	漂亮
4694	年会
4695	原料
4696	葡萄
4697	整理
4698	征收
4699	冷
4700	展
4701	名誉
4702	世界杯
4703	针对性
4704	贺信
4705	短短
4706	国权
4707	席位
4708	总产值
4709	近来
4710	围棋
4711	７５
4712	贿赂
4713	学子
4714	负债
4715	廖
4716	空白
4717	大中
4718	一年一度
4719	财力
4720	结成
4721	国债
4722	家人
4723	延伸
4724	棉被
4725	礼品
4726	天天
4727	敲响
4728	城里
4729	交易日
4730	审判
4731	铢
4732	忠诚
4733	慰问电
4734	人群
4735	传真
4736	遍布
4737	２００万
4738	３２
4739	当即
4740	墙
4741	社长
4742	降雪
4743	拒
4744	强制
4745	出国
4746	坏
4747	上门
4748	人间
4749	致信
4750	抗战
4751	联
4752	引人注目
4753	爬
4754	女性
4755	忌
4756	执勤
4757	被告人
4758	捐物
4759	艰辛
4760	可观
4761	桥
4762	塔吉克斯坦
4763	增大
4764	共建
4765	地理
4766	奖金
4767	战友
4768	该书
4769	促
4770	发明
4771	共产主义
4772	一两
4773	细胞
4774	口号
4775	不用
4776	轻松
4777	连连
4778	乌克兰
4779	束缚
4780	路上
4781	对外贸易
4782	主席国
4783	吸纳
4784	场地
4785	司令员
4786	谷
4787	上演
4788	统筹
4789	序幕
4790	欲
4791	驾驶
4792	反腐倡廉
4793	民族自治
4794	悉尼
4795	０．５
4796	路段
4797	地上
4798	圣马力诺
4799	迅猛
4800	迈进
4801	留学生
4802	着手
4803	节假日
4804	进驻
4805	献给
4806	收成
4807	通道
4808	失误
4809	关公
4810	下面
4811	莫
4812	符
4813	探测
4814	玩
4815	每桶
4816	扩
4817	大年初一
4818	花卉
4819	劳模
4820	畅通
4821	萨达姆
4822	研究院
4823	从小
4824	稍
4825	村委会
4826	止
4827	井
4828	编制
4829	拖
4830	风貌
4831	前年
4832	挑选
4833	赶赴
4834	奶
4835	奋战
4836	姓
4837	感染
4838	以军
4839	徘徊
4840	政局
4841	该县
4842	水上
4843	弥补
4844	抵押
4845	他家
4846	本轮
4847	中旬
4848	军旅
4849	球
4850	便民
4851	涛
4852	经济基础
4853	职
4854	商品房
4855	可见
4856	厘米
4857	实物
4858	存量
4859	钻
4860	自觉性
4861	探测器
4862	组长
4863	抵制
4864	造福
4865	区别
4866	赚
4867	品位
4868	ＭＭＭ
4869	柳
4870	大理
4871	处长
4872	凝聚力
4873	高低
4874	外出
4875	脸上
4876	商城
4877	器械
4878	荒山
4879	公众
4880	诚意
4881	难得
4882	喜讯
4883	震
4884	伊利
4885	皆
4886	接轨
4887	奋力
4888	专用
4889	到位
4890	植物
4891	行政部门
4892	会费
4893	去世
4894	招生
4895	震撼
4896	尤为
4897	农田水利
4898	购进
4899	建设性
4900	病毒
4901	康
4902	主场
4903	转让
4904	一万
4905	宇宙
4906	消费品
4907	航运
4908	角色
4909	携带
4910	薛
4911	锡山市
4912	联手
4913	诗
4914	获取
4915	运转
4916	诉讼
4917	难免
4918	两侧
4919	灌溉
4920	生日
4921	官兵们
4922	上任
4923	苏南
4924	按劳分配
4925	机组
4926	失
4927	公益
4928	专利
4929	９５
4930	说法
4931	乌
4932	实业
4933	人大代表
4934	机
4935	出任
4936	任命
4937	盗版
4938	铸
4939	想法
4940	不时
4941	呼唤
4942	细
4943	赋予
4944	事实上
4945	市中心
4946	力求
4947	普里马科夫
4948	礼物
4949	经受
4950	获胜
4951	滑
4952	一向
4953	课程
4954	创刊
4955	季度
4956	建造
4957	党委书记
4958	课
4959	棉衣
4960	划分
4961	不能不
4962	发掘
4963	保护区
4964	欢快
4965	默默
4966	人体
4967	隆冬
4968	搞活
4969	综合性
4970	看好
4971	网上
4972	塔利班
4973	认可
4974	宜
4975	营养
4976	国道
4977	前不久
4978	等级
4979	罗马尼亚
4980	土家族
4981	声誉
4982	师傅
4983	余额
4984	编写
4985	平民
4986	民心
4987	聂
4988	奥尔布赖特
4989	受理
4990	回收
4991	建筑物
4992	试
4993	猛
4994	所属
4995	篮球
4996	自强
4997	中小企业
4998	代价
4999	一日
5000	重任
5001	促成
5002	为何
5003	练
5004	争夺
5005	暴露
5006	感人
5007	打算
5008	马尼拉
5009	本书
5010	大户
5011	定居点
5012	确认
5013	郑州市
5014	警惕
5015	悠久
5016	实体
5017	孤儿
5018	卷烟
5019	自发
5020	不便
5021	渥太华
5022	推荐
5023	改建
5024	闻
5025	辖区
5026	党建
5027	美国队
5028	剥离
5029	夺
5030	谋
5031	汤
5032	庆红
5033	礼
5034	行人
5035	会员
5036	适度
5037	珍惜
5038	别的
5039	上来
5040	败
5041	丰
5042	和谐
5043	独立自主
5044	部委
5045	自行车
5046	战后
5047	铁路局
5048	功夫
5049	混乱
5050	债权
5051	军属
5052	改正
5053	栽培
5054	早期
5055	全国性
5056	韦
5057	利息
5058	开业
5059	携手
5060	中年
5061	辛
5062	新居
5063	绝
5064	黑龙江省
5065	出路
5066	焦点
5067	互补
5068	农行
5069	防治
5070	身份证
5071	赛
5072	下旬
5073	请求
5074	太岳
5075	每当
5076	商讨
5077	２亿
5078	重灾区
5079	西欧
5080	牧民
5081	全有
5082	针灸
5083	席
5084	天下
5085	阻止
5086	整
5087	婴儿
5088	庞大
5089	如实
5090	租金
5091	披露
5092	倡议
5093	堵塞
5094	手里
5095	防盗
5096	通航
5097	出差
5098	真的
5099	文艺工作者
5100	蓉蓉
5101	天安门
5102	视野
5103	农贸市场
5104	担负
5105	二期
5106	视察
5107	国家队
5108	铺
5109	选拔
5110	腿
5111	名叫
5112	往年
5113	即可
5114	加重
5115	股民
5116	渤海
5117	系统工程
5118	至关重要
5119	化肥
5120	蒙古
5121	圈
5122	大和
5123	为重
5124	核
5125	呼和浩特
5126	连队
5127	小企业
5128	１２００
5129	年产值
5130	郎
5131	一举
5132	紧缩
5133	国大党
5134	郝
5135	当晚
5136	应付
5137	写道
5138	原本
5139	衡量
5140	天主教
5141	入股
5142	蓝
5143	浓
5144	东盟
5145	退出
5146	盘活
5147	玻璃
5148	声称
5149	管道
5150	水库
5151	干脆
5152	落到实处
5153	干涉
5154	并未
5155	治国
5156	一路
5157	制品
5158	打工者
5159	万德莱
5160	选派
5161	源
5162	赠
5163	当中
5164	意外
5165	审批
5166	乒乓球
5167	迈
5168	帮困
5169	六十
5170	智利
5171	街上
5172	客机
5173	知名
5174	钟声
5175	号码
5176	到底
5177	天然
5178	乐园
5179	停产
5180	跨国公司
5181	心目
5182	刮
5183	阳
5184	航道
5185	十七日
5186	车间
5187	虚假
5188	提到
5189	大道
5190	运送
5191	蓬勃
5192	滑坡
5193	之下
5194	口岸
5195	阴雨
5196	艺术性
5197	变为
5198	扭转
5199	边界
5200	哈萨克斯坦
5201	便利
5202	献身
5203	怎
5204	兴办
5205	师生
5206	监察
5207	布置
5208	里面
5209	凡是
5210	廉洁自律
5211	辉
5212	要么
5213	视为
5214	每逢
5215	重庆市
5216	电视机
5217	侨胞
5218	推迟
5219	稳中求进
5220	不力
5221	八十
5222	华裔
5223	外交大臣
5224	国门
5225	排队
5226	哪些
5227	指控
5228	庄严
5229	５６
5230	南昌
5231	跻身
5232	圣诞
5233	第十四
5234	５８
5235	火车站
5236	社会学
5237	降价
5238	撤出
5239	库尔德
5240	库克
5241	击败
5242	飘
5243	划
5244	任期
5245	情节
5246	输
5247	镇区
5248	诱惑
5249	拟
5250	汉字
5251	味
5252	丹麦
5253	监视
5254	推开
5255	动用
5256	看出
5257	侵犯
5258	所在地
5259	凑
5260	税
5261	现任
5262	填
5263	商
5264	ＩＭＦ
5265	照
5266	阿布哈兹
5267	野村
5268	剧场
5269	大红
5270	灵魂
5271	敞开
5272	通货膨胀率
5273	外面
5274	对立
5275	清洁
5276	水准
5277	深远
5278	人文
5279	握
5280	管理者
5281	贵阳
5282	３８
5283	扣
5284	顺差
5285	自力更生
5286	挣
5287	牢记
5288	浓郁
5289	吉林
5290	阶层
5291	牡丹
5292	金金
5293	核工业
5294	领取
5295	构想
5296	交响乐团
5297	毫不
5298	观
5299	衣
5300	哈尔滨市
5301	下级
5302	ＶＣＤ
5303	兰
5304	航线
5305	明珠
5306	匆匆
5307	困难户
5308	服从
5309	抗议
5310	晨
5311	干线
5312	技巧
5313	主持人
5314	雄厚
5315	压题
5316	八五
5317	５５
5318	说是
5319	渔业
5320	起诉
5321	沿着
5322	小孩
5323	表率
5324	翻译
5325	波海
5326	提升
5327	漳州
5328	转轨
5329	水泥
5330	昨晚
5331	大河乡
5332	写作
5333	真相
5334	筹备
5335	接力
5336	化石
5337	测绘
5338	沈阳市
5339	忧
5340	过度
5341	个个
5342	评论员
5343	设想
5344	骑
5345	毕
5346	密集
5347	白宫
5348	什么样
5349	丧失
5350	出动
5351	公有
5352	突尼斯
5353	弱
5354	晚报
5355	振奋
5356	始
5357	档次
5358	恩格斯
5359	朝阳区
5360	进来
5361	政策性
5362	阵阵
5363	筹资
5364	医务
5365	惠珍
5366	累
5367	进攻
5368	董事会
5369	合力
5370	艺术团
5371	社会效益
5372	亚军
5373	普查
5374	村级
5375	试图
5376	进军
5377	处处
5378	主编
5379	担保
5380	柏玉
5381	的话
5382	暂行
5383	危及
5384	平原
5385	编导
5386	爆竹
5387	哪个
5388	十二
5389	机器
5390	不见
5391	脚下
5392	精美
5393	元月
5394	均衡
5395	思想性
5396	科长
5397	自行
5398	普者黑
5399	如期
5400	集团军
5401	小燕
5402	日记
5403	四荒
5404	险
5405	公务
5406	辐射
5407	诸如
5408	小到中雨
5409	插
5410	并存
5411	首席
5412	朝鲜族
5413	５０万
5414	水利工程
5415	解放战争
5416	修养
5417	麻烦
5418	志祥
5419	塑料
5420	榜样
5421	响应
5422	故障
5423	该院
5424	船上
5425	名称
5426	顿
5427	日期
5428	贵鲜
5429	勇敢
5430	水利部
5431	安生
5432	贵州省
5433	排名
5434	制
5435	平安
5436	市场化
5437	得益
5438	维吾尔
5439	美英
5440	科
5441	差异
5442	战术
5443	合影
5444	路口
5445	政
5446	福
5447	当做
5448	纽带
5449	土壤
5450	多样
5451	敦煌
5452	缺陷
5453	鸟
5454	常年
5455	风雪
5456	角
5457	跟踪
5458	尼泊尔
5459	党外
5460	构建
5461	以至
5462	儿童文学
5463	每周
5464	水域
5465	水资源
5466	该剧
5467	逼
5468	疾苦
5469	师
5470	伪造
5471	歌舞团
5472	那位
5473	少儿
5474	发育
5475	体验
5476	大家庭
5477	罗斯
5478	昊
5479	挑
5480	消极
5481	飞跃
5482	探明
5483	这儿
5484	０．７
5485	社
5486	意思
5487	家族
5488	模拟
5489	三通
5490	珍藏
5491	长水
5492	有趣
5493	买方
5494	差别
5495	婚礼
5496	画面
5497	节奏
5498	以方
5499	承办
5500	４０万
5501	包含
5502	梦想
5503	奥运
5504	路面
5505	待遇
5506	上衣
5507	老汉
5508	好像
5509	其一
5510	渴望
5511	矿山
5512	结算
5513	整改
5514	革新
5515	起点
5516	入冬
5517	人事部
5518	器材
5519	总产量
5520	板
5521	周末
5522	污水
5523	鱼类
5524	华孙
5525	上万
5526	亲
5527	发布会
5528	申报
5529	以此
5530	希腊
5531	总统府
5532	硬件
5533	矿业
5534	厂房
5535	挂钩
5536	描述
5537	恩佐
5538	后者
5539	上班
5540	风情
5541	南宁
5542	保卫
5543	两三
5544	开阔
5545	过节
5546	传递
5547	３０分
5548	出资
5549	货源
5550	当务之急
5551	八一
5552	净化
5553	军分区
5554	自从
5555	偷渡
5556	西敏寺
5557	实验室
5558	燃料
5559	内心
5560	停车
5561	小雪
5562	看见
5563	北京大学
5564	外交官
5565	恶劣
5566	问世
5567	关联
5568	演讲
5569	军委
5570	不禁
5571	自律
5572	同类
5573	杂技团
5574	正好
5575	甘肃省
5576	简易
5577	信号
5578	改编
5579	评奖
5580	因地制宜
5581	江淮
5582	听众
5583	下列
5584	竹桥
5585	大江
5586	环球
5587	人身
5588	感慨
5589	区委
5590	潜在
5591	契机
5592	通往
5593	交纳
5594	此前
5595	复苏
5596	开行
5597	放到
5598	土库曼斯坦
5599	礼花
5600	编者按
5601	花钱
5602	阅览室
5603	正气
5604	货物
5605	敌对
5606	卡通
5607	纸
5608	策略
5609	耀
5610	过于
5611	鸭
5612	动态
5613	东海
5614	校园
5615	庆典
5616	专业化
5617	多样性
5618	拨款
5619	锁
5620	盾
5621	不幸
5622	前途
5623	萧
5624	老一辈
5625	尝试
5626	主教练
5627	犹如
5628	帷幕
5629	射击
5630	旁
5631	中将
5632	在家
5633	电费
5634	纪念馆
5635	阿尔巴尼亚
5636	贸易额
5637	刘桥
5638	州
5639	烟花
5640	半岛
5641	水产品
5642	普通话
5643	暖湿气流
5644	早晨
5645	购房
5646	采集
5647	争创
5648	科雷
5649	热水器
5650	挺
5651	异常
5652	赞扬
5653	４６
5654	一如既往
5655	租赁
5656	欢庆
5657	惊人
5658	廉洁
5659	地中海
5660	补助
5661	居然
5662	灯光
5663	齐全
5664	凌晨
5665	股价
5666	典礼
5667	丽华
5668	清除
5669	割
5670	诸
5671	畅
5672	门路
5673	侧面
5674	冬日
5675	警
5676	漏洞
5677	０．４
5678	明亮
5679	山村
5680	医科
5681	托
5682	贫困村
5683	商人
5684	所有权
5685	队长
5686	运往
5687	定于
5688	挖掘
5689	居委会
5690	青藏
5691	捷克
5692	年级
5693	中国画
5694	袋
5695	分公司
5696	第十一
5697	省里
5698	合作社
5699	物理
5700	时尚
5701	迫使
5702	扬
5703	下发
5704	初中
5705	规格
5706	交换机
5707	这笔
5708	欣
5709	拥护
5710	五个一工程
5711	同情
5712	宣言
5713	批示
5714	春秋
5715	上空
5716	含义
5717	马路
5718	固然
5719	鸣
5720	上将
5721	提取
5722	通行
5723	本溪
5724	连接
5725	菊
5726	６０万
5727	届时
5728	新华书店
5729	后人
5730	昼夜
5731	市里
5732	提议
5733	套话
5734	夏天
5735	孤立
5736	世人
5737	考古
5738	食物
5739	国商
5740	欺诈
5741	售
5742	旅行
5743	睡
5744	而今
5745	误区
5746	动向
5747	预期
5748	自家
5749	阅读
5750	迄今
5751	实干
5752	打下
5753	恐龙
5754	陕西省
5755	任职
5756	黄色
5757	夏季
5758	黄昏
5759	宣告
5760	源源不断
5761	沿线
5762	附加值
5763	原先
5764	大街小巷
5765	伤亡
5766	跨越
5767	信誉
5768	残疾人
5769	转型
5770	春运
5771	水土
5772	启发
5773	引水
5774	融合
5775	晚年
5776	岂
5777	共计
5778	太空
5779	果断
5780	先行
5781	亲戚
5782	产物
5783	甲Ａ
5784	卫生部
5785	联合公报
5786	汇总
5787	捐献
5788	新币
5789	俺
5790	８５
5791	鲁丽
5792	违规
5793	样子
5794	屋
5795	楹联
5796	红色
5797	中科院
5798	书面
5799	水面
5800	无限
5801	进取
5802	锅
5803	脆弱
5804	骄傲
5805	描绘
5806	记住
5807	常驻
5808	玉米
5809	哈塔米
5810	适时
5811	拖延
5812	布
5813	冻结
5814	灾
5815	美方
5816	分量
5817	辛苦
5818	导弹
5819	煤层气
5820	未必
5821	八路军
5822	响起
5823	营业部
5824	远离
5825	随即
5826	辞旧迎新
5827	寻常
5828	绍祖
5829	美德
5830	５亿
5831	科教
5832	昆剧
5833	班长
5834	走过
5835	总厂
5836	竞技
5837	樊
5838	禽流感
5839	供热
5840	总值
5841	降临
5842	离休
5843	牛奶
5844	特意
5845	厚
5846	租
5847	奖牌
5848	借助
5849	惊喜
5850	掏
5851	一大早
5852	刊物
5853	坚守
5854	树木
5855	基本建设
5856	势必
5857	分管
5858	晋
5859	县里
5860	纯
5861	西平
5862	怀抱
5863	电工
5864	许可证
5865	冰球
5866	丢
5867	衔接
5868	伊格尔森
5869	真理
5870	查询
5871	庞
5872	人选
5873	领略
5874	交付
5875	政道
5876	食
5877	优异
5878	冶金
5879	相似
5880	输血
5881	不安
5882	带头人
5883	透明
5884	图书站
5885	企盼
5886	南斯拉夫
5887	杂文
5888	体育场
5889	收藏
5890	长大
5891	比分
5892	农田
5893	放慢
5894	抓起
5895	化
5896	军区队
5897	１９８２年
5898	廉
5899	防
5900	维希
5901	事先
5902	前沿
5903	讴歌
5904	忙碌
5905	教练员
5906	大爷
5907	恩米
5908	过硬
5909	宿舍
5910	男篮
5911	其二
5912	思
5913	新进党
5914	金钱
5915	瓶
5916	试行
5917	擂台赛
5918	慢
5919	牛年
5920	邢
5921	加紧
5922	惯例
5923	１２万
5924	手法
5925	足迹
5926	人事
5927	焦
5928	压缩
5929	角逐
5930	情形
5931	吉祥
5932	小雨
5933	热心
5934	装饰
5935	超出
5936	年前
5937	最初
5938	同一
5939	尝
5940	蹲
5941	传媒
5942	公顷
5943	小学生
5944	统计局
5945	当场
5946	乃
5947	劲
5948	变压器
5949	催
5950	５１
5951	实质性
5952	转业
5953	舞剧
5954	宗
5955	几千
5956	上千
5957	汗
5958	需求量
5959	摊位
5960	整整
5961	洒
5962	对付
5963	腊月
5964	进城
5965	跟着
5966	细致
5967	楼房
5968	钥匙
5969	施行
5970	送达
5971	嘉兴
5972	看做
5973	司令
5974	观赏
5975	长官
5976	外经贸部
5977	透
5978	７０００
5979	进去
5980	警报器
5981	坑
5982	晶晶
5983	风雨
5984	公报
5985	呆账
5986	少年儿童
5987	科教兴国
5988	将要
5989	词
5990	对抗
5991	情怀
5992	中场
5993	力气
5994	扮演
5995	自然科学
5996	涉嫌
5997	本钢
5998	整洁
5999	冀中
6000	供水
6001	转为
6002	漫画
6003	波及
6004	水源
6005	编
6006	电报
6007	电池
6008	中学生
6009	满载
6010	衰退
6011	心上
6012	７７
6013	身后
6014	赞成
6015	停车场
6016	排放
6017	斗
6018	足球赛
6019	十一月
6020	十八
6021	增加值
6022	泛滥
6023	伟民
6024	铁栅栏
6025	苗
6026	中国银行
6027	订单
6028	客运
6029	彩色
6030	欧阳
6031	深度
6032	阿盟
6033	政治家
6034	３∶０
6035	看待
6036	生活费
6037	绕
6038	在场
6039	事后
6040	从来
6041	突破性
6042	ＢＰ机
6043	姓名
6044	崇尚
6045	背后
6046	霍
